,id,year,title
3533,42,1987,Static and Dynamic Error Propagation Networks with Application to Speech Coding
3534,420,1990,Evolution and Learning in Neural Networks: The Number and Distribution of Learning Trials Affect the Rate of Evolution
3535,4200,2011,Unifying Framework for Fast Learning Rate of Non-Sparse Multiple Kernel Learning
3536,4201,2011,Pylon Model for Semantic Segmentation
3537,4202,2011,On U-processes and clustering performance
3538,4203,2011,Greedy Model Averaging
3539,4204,2011,Dynamic Pooling and Unfolding Recursive Autoencoders for Paraphrase Detection
3540,4205,2011,"Emergence of Multiplication in a Biophysical Model of a Wide-Field Visual Neuron for Computing Object Approaches: Dynamics, Peaks, & Fits"
3541,4206,2011,History distribution matching method for predicting effectiveness of HIV combination therapies
3542,4207,2011,Variance Penalizing AdaBoost
3543,4208,2011,Spectral Methods for Learning Multivariate Latent Tree Structure
3544,4209,2011,Learning Higher-Order Graph Structure with Features by Structure Penalty
3545,421,1990,Analog Computation at a Critical Point: A Novel Function for Neuronal Oscillations?
3546,4210,2011,Learning Patient-Specific Cancer Survival Distributions as a Sequence of Dependent Regressors
3547,4211,2011,Modelling Genetic Variations using Fragmentation-Coagulation Processes
3548,4212,2011,Fast and Balanced: Efficient Label Tree Learning for Large Scale Object Recognition
3549,4213,2011,ShareBoost: Efficient multiclass learning with feature sharing
3550,4214,2011,Estimating time-varying input signals and ion channel states from a single voltage trace of a neuron
3551,4215,2011,Demixed Principal Component Analysis
3552,4216,2011,Optimal learning rates for least squares SVMs using Gaussian kernels
3553,4217,2011,Reinforcement Learning using Kernel-Based Stochastic Factorization
3554,4218,2011,Minimax Localization of Structural Information in Large Noisy Matrices
3555,4219,2011,Automated Refinement of Bayes Networks' Parameters based on Test Ordering Constraints
3556,422,1990,A Model of Distributed Sensorimotor Control in the Cockroach Escape Turn
3557,4220,2011,Collective Graphical Models
3558,4221,2011,Additive Gaussian Processes
3559,4222,2011,Universal low-rank matrix recovery from Pauli measurements
3560,4223,2011,Committing Bandits
3561,4224,2011,Learning person-object interactions for action recognition in still images
3562,4225,2011,Finite Time Analysis of Stratified Sampling for Monte Carlo
3563,4226,2011,Semantic Labeling of 3D Point Clouds for Indoor Scenes
3564,4227,2011,PAC-Bayesian Analysis of Contextual Bandits
3565,4228,2011,Probabilistic Joint Image Segmentation and Labeling
3566,4229,2011,Manifold Precis: An Annealing Technique for Diverse Sampling of Manifolds
3567,423,1990,The Tempo 2 Algorithm: Adjusting Time-Delays By Supervised Learning
3568,4230,2011,Confidence Sets for Network Structure
3569,4231,2011,Sparse recovery by thresholded non-negative least squares
3570,4232,2011,Complexity of Inference in Latent Dirichlet Allocation
3571,4233,2011,Video Annotation and Tracking with Active Learning
3572,4234,2011,The Impact of Unlabeled Patterns in Rademacher Complexity Theory for Kernel Classifiers
3573,4235,2011,Penalty Decomposition Methods for Rank Minimization
3574,4236,2011,Image Parsing with Stochastic Scene Grammar
3575,4237,2011,Query-Aware MCMC
3576,4238,2011,Clustering via Dirichlet Process Mixture Models for Portable Skill Discovery
3577,4239,2011,Submodular Multi-Label Learning
3578,424,1990,Stochastic Neurodynamics
3579,4240,2011,Blending Autonomous Exploration and Apprenticeship Learning
3580,4241,2011,Robust Multi-Class Gaussian Process Classification
3581,4242,2011,Sparse Bayesian Multi-Task Learning
3582,4243,2011,Environmental statistics and the trade-off between model-based and TD learning in humans
3583,4244,2011,The Fixed Points of Off-Policy TD
3584,4245,2011,Newtron: an Efficient Bandit algorithm for Online Multiclass Prediction
3585,4246,2011,Sparse Manifold Clustering and Embedding
3586,4247,2011,Distributed Delayed Stochastic Optimization
3587,4248,2011,Composite Multiclass Losses
3588,4249,2011,Learning to Agglomerate Superpixel Hierarchies
3589,425,1990,Adjoint-Functions and Temporal Learning Algorithms in Neural Networks
3590,4250,2011,Learning a Tree of Metrics with Disjoint Visual Features
3591,4251,2011,Speedy Q-Learning
3592,4252,2011,Prismatic Algorithm for Discrete D.C. Programming Problem
3593,4253,2011,Signal Estimation Under Random Time-Warpings and Nonlinear Signal Alignment
3594,4254,2011,Relative Density-Ratio Estimation for Robust Distribution Comparison
3595,4255,2011,The Kernel Beta Process
3596,4256,2011,Recovering Intrinsic Images with a Global Sparsity Prior on Reflectance
3597,4257,2011,Dynamical segmentation of single trials from population neural data
3598,4258,2011,The Doubly Correlated Nonparametric Topic Model
3599,4259,2011,The Local Rademacher Complexity of Lp-Norm Multiple Kernel Learning
3600,426,1990,Compact EEPROM-based Weight Functions
3601,4260,2011,A More Powerful Two-Sample Test in High Dimensions using Random Projection
3602,4261,2011,Beyond Spectral Clustering - Tight Relaxations of Balanced Graph Cuts
3603,4262,2011,"Online Learning: Stochastic, Constrained, and Smoothed Adversaries"
3604,4263,2011,Inferring Interaction Networks using the IBP applied to microRNA Target Prediction
3605,4264,2011,Analysis and Improvement of Policy Gradient Estimation
3606,4265,2011,Non-parametric Group Orthogonal Matching Pursuit for Sparse Learning with Multiple Kernels
3607,4266,2011,Sparse Inverse Covariance Matrix Estimation Using Quadratic Approximation
3608,4267,2011,Autonomous Learning of Action Models for Planning
3609,4268,2011,Generalization Bounds and Consistency for Latent Structural Probit and Ramp Loss
3610,4269,2011,Testing a Bayesian Measure of Representativeness Using a Large Image Database
3611,427,1990,Order Reduction for Dynamical Systems Describing the Behavior of Complex Neurons
3612,4270,2011,On the accuracy of l1-filtering of signals with block-sparse structure
3613,4271,2011,Structured sparse coding via lateral inhibition
3614,4272,2011,Regularized Laplacian Estimation and Fast Eigenvector Approximation
3615,4273,2011,Nonnegative dictionary learning in the exponential noise model for adaptive music signal representation
3616,4274,2011,A reinterpretation of the policy oscillation phenomenon in approximate policy iteration
3617,4275,2011,Efficient Methods for Overlapping Group Lasso
3618,4276,2011,A Brain-Machine Interface Operating with a Real-Time Spiking Neural Network Control Algorithm
3619,4277,2011,Trace Lasso: a trace norm regularization for correlated designs
3620,4278,2011,Learning in Hilbert vs. Banach Spaces: A Measure Embedding Viewpoint
3621,4279,2011,Anatomically Constrained Decoding of Finger Flexion from Electrocorticographic Signals
3622,428,1990,Navigating through Temporal Difference
3623,4280,2011,An Application of Tree-Structured Expectation Propagation for Channel Decoding
3624,4281,2011,Efficient inference in matrix-variate Gaussian models with \iid observation noise
3625,4282,2011,Directed Graph Embedding: an Algorithm based on Continuous Limits of Laplacian-type Operators
3626,4283,2011,t-divergence Based Approximate Inference
3627,4284,2011,Probabilistic amplitude and frequency demodulation
3628,4285,2011,Message-Passing for Approximate MAP Inference with Latent Variables
3629,4286,2011,Inference in continuous-time change-point models
3630,4287,2011,Efficient anomaly detection using bipartite k-NN graphs
3631,4288,2011,Variance Reduction in Monte-Carlo Tree Search
3632,4289,2011,Empirical models of spiking in neural populations
3633,429,1990,Connectionist Music Composition Based on Melodic and Stylistic Constraints
3634,4290,2011,On Learning Discrete Graphical Models using Greedy Methods
3635,4291,2011,Improving Topic Coherence with Regularized Topic Models
3636,4292,2011,Clustered Multi-Task Learning Via Alternating Structure Optimization
3637,4293,2011,Selecting Receptive Fields in Deep Networks
3638,4294,2011,Maximum Margin Multi-Instance Learning
3639,4295,2011,Gaussian Process Training with Input Noise
3640,4296,2011,Efficient Inference in Fully Connected CRFs with Gaussian Edge Potentials
3641,4297,2011,Periodic Finite State Controllers for Efficient POMDP and DEC-POMDP Planning
3642,4298,2011,Convergent Fitted Value Iteration with Linear Function Approximation
3643,4299,2011,Group Anomaly Detection using Flexible Genre Models
3644,430,1990,A competitive modular connectionist architecture
3645,4300,2011,Budgeted Optimization with Concurrent Stochastic-Duration Experiments
3646,4301,2011,Selective Prediction of Financial Trends with Hidden Markov Models
3647,4302,2011,Predicting Dynamic Difficulty
3648,4303,2011,Learning with the weighted trace-norm under arbitrary sampling distributions
3649,4304,2011,Optimistic Optimization of a Deterministic Function without the Knowledge of its Smoothness
3650,4305,2011,Spike and Slab Variational Inference for Multi-Task and Multiple Kernel Learning
3651,4306,2011,Similarity-based Learning via Data Driven Embeddings
3652,4307,2011,Object Detection with Grammar Models
3653,4308,2011,Statistical Tests for Optimization Efficiency
3654,4309,2011,Nonstandard Interpretations of Probabilistic Programs for Efficient Inference
3655,431,1990,A Comparative Study of the Practical Characteristics of Neural Network and Conventional Pattern Classifiers
3656,4310,2011,Boosting with Maximum Adaptive Sampling
3657,4311,2011,Bayesian Bias Mitigation for Crowdsourcing
3658,4312,2011,Generalizing from Several Related Classification Tasks to a New Unlabeled Sample
3659,4313,2011,Hierarchically Supervised Latent Dirichlet Allocation
3660,4314,2011,Extracting Speaker-Specific Information with a Regularized Siamese Deep Network
3661,4315,2011,Active dendrites: adaptation to spike-based communication
3662,4316,2011,Non-Asymptotic Analysis of Stochastic Approximation Algorithms for Machine Learning
3663,4317,2011,Neural Reconstruction with Approximate Message Passing (NeuRAMP)
3664,4318,2011,Why The Brain Separates Face Recognition From Object Recognition
3665,4319,2011,PiCoDes: Learning a Compact Code for Novel-Category Recognition
3666,432,1990,Rapidly Adapting Artificial Neural Networks for Autonomous Navigation
3667,4320,2011,Probabilistic Modeling of Dependencies Among Visual Short-Term Memory Representations
3668,4321,2011,An Empirical Evaluation of Thompson Sampling
3669,4322,2011,Active learning of neural response functions with Gaussian processes
3670,4323,2011,Learning large-margin halfspaces with more malicious noise
3671,4324,2011,Multiple Instance Filtering
3672,4325,2011,Lower Bounds for Passive and Active Learning
3673,4326,2011,Learning Anchor Planes for Classification
3674,4327,2011,Energetically Optimal Action Potentials
3675,4328,2011,Multilinear Subspace Regression: An Orthogonal Tensor Decomposition Approach
3676,4329,2011,Practical Variational Inference for Neural Networks
3677,433,1990,Optimal Filtering in the Salamander Retina
3678,4330,2011,Variational Gaussian Process Dynamical Systems
3679,4331,2011,Unsupervised learning models of primary cortical receptive fields and receptive field plasticity
3680,4332,2011,Multi-armed bandits on implicit metric spaces
3681,4333,2011,Comparative Analysis of Viterbi Training and Maximum Likelihood Estimation for HMMs
3682,4334,2011,Sparse Filtering
3683,4335,2011,Sparse Estimation with Structured Dictionaries
3684,4336,2011,Dimensionality Reduction Using the Sparse Linear Model
3685,4337,2011,Large-Scale Sparse Principal Component Analysis with Application to Text Data
3686,4338,2011,Rapid Deformable Object Detection using Dual-Tree Branch-and-Bound
3687,4339,2011,Agnostic Selective Classification
3688,434,1990,Direct memory access using two cues: Finding the intersection of sets in a connectionist model
3689,4340,2011,Active Classification based on Value of Classifier
3690,4341,2011,Bayesian Partitioning of Large-Scale Distance Data
3691,4342,2011,Noise Thresholds for Spectral Clustering
3692,4343,2011,The Fast Convergence of Boosting
3693,4344,2011,Global Solution of Fully-Observed Variational Bayesian Matrix Factorization is Column-Wise Independent
3694,4345,2011,Structure Learning for Optimization
3695,4346,2011,Select and Sample - A Model of Efficient Neural Inference and Learning
3696,4347,2011,Large-Scale Category Structure Aware Image Categorization
3697,4348,2011,On fast approximate submodular minimization
3698,4349,2011,Sparse Recovery with Brownian Sensing
3699,435,1990,On Stochastic Complexity and Admissible Models for Neural Network Classifiers
3700,4350,2011,Shallow vs. Deep Sum-Product Networks
3701,4351,2011,On Tracking The Partition Function
3702,4352,2011,Learning Probabilistic Non-Linear Latent Variable Models for Tracking Complex Activities
3703,4353,2011,Convergent Bounds on the Euclidean Distance
3704,4354,2011,An ideal observer model for identifying the reference frame of objects
3705,4355,2011,From Stochastic Nonlinear Integrate-and-Fire to Generalized Linear Models
3706,4356,2011,A Machine Learning Approach to Predict Chemical Reactions
3707,4357,2011,How biased are maximum entropy models?
3708,4358,2011,Gaussian process modulated renewal processes
3709,4359,2011,Beating SGD: Learning SVMs in Sublinear Time
3710,436,1990,Remarks on Interpolation and Recognition Using Neural Nets
3711,4360,2011,Co-regularized Multi-view Spectral Clustering
3712,4361,2011,Spatial distance dependent Chinese restaurant processes for image segmentation
3713,4362,2011,Fast and Accurate k-means For Large Datasets
3714,4363,2011,Scalable Training of Mixture Models via Coresets
3715,4364,2011,Two is better than one: distinct roles for familiarity and recollection in retrieving palimpsest memories
3716,4365,2011,Infinite Latent SVM for Classification and Multi-task Learning
3717,4366,2011,From Bandits to Experts: On the Value of Side-Observations
3718,4367,2011,On Strategy Stitching in Large Extensive Form Multiplayer Games
3719,4368,2011,Facial Expression Transfer with Input-Output Temporal Restricted Boltzmann Machines
3720,4369,2011,An Unsupervised Decontamination Procedure For Improving The Reliability Of Human Judgments
3721,437,1990,Further Studies of a Model for the Development and Regeneration of Eye-Brain Maps
3722,4370,2011,High-Dimensional Graphical Model Selection: Tractable Graph Families and Necessary Conditions
3723,4371,2011,Information Rates and Optimal Decoding in Large Neural Populations
3724,4372,2011,Evaluating the inverse decision-making approach to preference learning
3725,4373,2011,Target Neighbor Consistent Feature Weighting for Nearest Neighbor Classification
3726,4374,2011,On the Completeness of First-Order Knowledge Compilation for Lifted Probabilistic Inference
3727,4375,2011,Data Skeletonization via Reeb Graphs
3728,4376,2011,Differentially Private M-Estimators
3729,4377,2011,Learning Eigenvectors for Free
3730,4378,2011,EigenNet: A Bayesian hybrid of generative and conditional models for sparse learning
3731,4379,2011,Reconstructing Patterns of Information Diffusion from Incomplete Observations
3732,438,1990,Grouping Contours by Iterated Pairing Network
3733,4380,2011,Expressive Power and Approximation Errors of Restricted Boltzmann Machines
3734,4381,2011,Randomized Algorithms for Comparison-based Search
3735,4382,2011,A Collaborative Mechanism for Crowdsourcing Prediction Problems
3736,4383,2011,Sequence learning with hidden units in spiking neural networks
3737,4384,2011,Efficient coding of natural images with a population of noisy Linear-Nonlinear neurons
3738,4385,2011,Efficient Offline Communication Policies for Factored Multiagent POMDPs
3739,4386,2011,Robust Lasso with missing and grossly corrupted observations
3740,4387,2011,Variational Learning for Recurrent Spiking Networks
3741,4388,2011,Prediction strategies without loss
3742,4389,2011,An Exact Algorithm for F-Measure Maximization
3743,439,1990,The Devil and the Network: What Sparsity Implies to Robustness and Memory
3744,4390,2011,Hogwild: A Lock-Free Approach to Parallelizing Stochastic Gradient Descent
3745,4391,2011,Learning unbelievable probabilities
3746,4392,2011,Learning a Distance Metric from a Network
3747,4393,2011,Predicting response time and error rates in visual search
3748,4394,2011,Kernel Embeddings of Latent Tree Graphical Models
3749,4395,2011,A Model for Temporal Dependencies in Event Streams
3750,4396,2011,Iterative Learning for Reliable Crowdsourcing Systems
3751,4397,2011,A Global Structural EM Algorithm for a Model of Cancer Progression
3752,4398,2011,Semi-supervised Regression via Parallel Field Regularization
3753,4399,2011,Metric Learning with Multiple Kernels
3754,44,1987,PARTITIONING OF SENSORY DATA BY A CORTICAL NETWORK
3755,440,1991,"Unsupervised Classifiers, Mutual Information and 'Phantom Targets"
3756,4400,2011,Learning Sparse Representations of High Dimensional Data on Large Scale Dictionaries
3757,4401,2011,On the Analysis of Multi-Channel Neural Spike Data
3758,4402,2011,RTRMC: A Riemannian trust-region method for low-rank matrix completion
3759,4403,2011,Hashing Algorithms for Large-Scale Learning
3760,4404,2011,Neuronal Adaptation for Sampling-Based Probabilistic Inference in Perceptual Bistability
3761,4405,2011,Thinning Measurement Models and Questionnaire Design
3762,4406,2011,Higher-Order Correlation Clustering for Image Segmentation
3763,4407,2011,Non-conjugate Variational Message Passing for Multinomial and Binary Regression
3764,4408,2011,Learning to Search Efficiently in High Dimensions
3765,4409,2011,The Manifold Tangent Classifier
3766,441,1991,Principled Architecture Selection for Neural Networks: Application to Corporate Bond Rating Prediction
3767,4410,2011,Optimal Reinforcement Learning for Gaussian Systems
3768,4411,2011,Bayesian Spike-Triggered Covariance Analysis
3769,4412,2011,Greedy Algorithms for Structurally Constrained High Dimensional Problems
3770,4413,2011,On the Universality of Online Mirror Descent
3771,4414,2011,Kernel Bayes' Rule
3772,4415,2011,Selecting the State-Representation in Reinforcement Learning
3773,4416,2011,A blind sparse deconvolution method for neural spike identification
3774,4417,2011,Improved Algorithms for Linear Stochastic Bandits
3775,4418,2011,<var>\theta</var>
3776,4419,2011,Matrix Completion for Multi-label Image Classification
3777,442,1991,"Splines, Rational Functions and Neural Networks"
3778,4420,2011,Nonlinear Inverse Reinforcement Learning with Gaussian Processes
3779,4421,2011,A Convergence Analysis of Log-Linear Training
3780,4422,2011,Uniqueness of Belief Propagation on Signed Graphs
3781,4423,2011,Inductive reasoning about chimeric creatures
3782,4424,2011,On Causal Discovery with Cyclic Additive Noise Models
3783,4425,2011,Nearest Neighbor based Greedy Coordinate Descent
3784,4426,2011,Structural equations and divisive normalization for energy-dependent component analysis
3785,4427,2011,Active Ranking using Pairwise Comparisons
3786,4428,2011,Active Learning Ranking from Pairwise Preferences with Almost Optimal Query Complexity
3787,4429,2011,Efficient Learning of Generalized Linear and Single Index Models with Isotonic Regression
3788,443,1991,Connectionist Optimisation of Tied Mixture Hidden Markov Models
3789,4430,2011,A concave regularization technique for sparse mixture models
3790,4431,2011,Hierarchical Topic Modeling for Analysis of Time-Evolving Personal Choices
3791,4432,2011,Better Mini-Batch Algorithms via Accelerated Gradient Methods
3792,4433,2011,Co-Training for Domain Adaptation
3793,4434,2011,Linearized Alternating Direction Method with Adaptive Penalty for Low-Rank Representation
3794,4435,2011,Transfer from Multiple MDPs
3795,4436,2011,Continuous-Time Regression Models for Longitudinal Networks
3796,4437,2011,A Reinforcement Learning Theory for Homeostatic Regulation
3797,4438,2011,SpaRCS: Recovering low-rank and sparse matrices from compressive measurements
3798,4439,2011,Generalized Beta Mixtures of Gaussians
3799,444,1991,Locomotion in a Lower Vertebrate: Studies of the Cellular Basis of Rhythmogenesis and Oscillator Coupling
3800,4440,2011,Identifying Alzheimer's Disease-Related Brain Regions from Multi-Modality Neuroimaging Data using Sparse Composite Linear Discrimination Analysis
3801,4441,2011,Generalized Lasso based Approximation of Sparse Coding for Visual Recognition
3802,4442,2011,A rational model of causal inference with continuous causes
3803,4443,2011,Algorithms for Hyper-Parameter Optimization
3804,4444,2011,Algorithms and hardness results for parallel large margin learning
3805,4445,2011,Linear Submodular Bandits and their Application to Diversified Retrieval
3806,4446,2011,Efficient Online Learning via Randomized Rounding
3807,4447,2011,Exploiting spatial overlap to efficiently compute appearance distances between image windows
3808,4448,2011,Accelerated Adaptive Markov Chain for Partition Function Computation
3809,4449,2011,Policy Gradient Coagent Networks
3810,445,1991,Human and Machine 'Quick Modeling'
3811,4450,2011,Multiclass Boosting: Theory and Algorithms
3812,4451,2011,Understanding the Intrinsic Memorability of Images
3813,4452,2011,Convergence Rates of Inexact Proximal-Gradient Methods for Convex Optimization
3814,4453,2011,Statistical Performance of Convex Tensor Decomposition
3815,4454,2011,High-dimensional regression with noisy and missing data: Provable guarantees with non-convexity
3816,4455,2011,k-NN Regression Adapts to Local Intrinsic Dimension
3817,4456,2011,Unifying Non-Maximum Likelihood Learning Objectives with Minimum KL Contraction
3818,4457,2011,Shaping Level Sets with Submodular Functions
3819,4458,2011,Simultaneous Sampling and Multi-Structure Fitting with Adaptive Reversible Jump MCMC
3820,4459,2011,Projection onto A Nonnegative Max-Heap
3821,446,1991,Decoding of Neuronal Signals in Visual Pattern Recognition
3822,4460,2011,Maximal Cliques that Satisfy Hard Constraints with Application to Deformable Object Model Learning
3823,4461,2011,Transfer Learning by Borrowing Examples for Multiclass Object Detection
3824,4462,2011,Orthogonal Matching Pursuit with Replacement
3825,4463,2011,Priors over Recurrent Continuous Time Processes
3826,4464,2011,Quasi-Newton Methods for Markov Chain Monte Carlo
3827,4465,2011,"Online Submodular Set Cover, Ranking, and Repeated Active Learning"
3828,4466,2011,How Do Humans Teach: On Curriculum Learning and Teaching Dimension
3829,4467,2011,ICA with Reconstruction Cost for Efficient Overcomplete Feature Learning
3830,4468,2011,Inferring spike-timing-dependent plasticity from spike train data
3831,4469,2011,Ranking annotators for crowdsourced labeling tasks
3832,447,1991,Neural Control for Rolling Mills: Incorporating Domain Theories to Overcome Data Deficiency
3833,4470,2011,Im2Text: Describing Images Using 1 Million Captioned Photographs
3834,4471,2011,Analytical Results for the Error in Filtering of Gaussian Processes
3835,4472,2011,TD_gamma: Re-evaluating Complex Backups in Temporal Difference Learning
3836,4473,2011,Hierarchical Matching Pursuit for Image Classification: Architecture and Fast Algorithms
3837,4474,2011,Learning to Learn with Compound HD Models
3838,4475,2011,Stochastic convex optimization with bandit feedback
3839,4476,2011,See the Tree Through the Lines: The Shazoo Algorithm
3840,4477,2011,Monte Carlo Value Iteration with Macro-Actions
3841,4478,2011,Multi-Bandit Best Arm Identification
3842,4479,2011,MAP Inference for Bayesian Inverse Reinforcement Learning
3843,448,1991,Forward Dynamics Modeling of Speech Motor Control Using Physiological Data
3844,4480,2011,Generalised Coupled Tensor Factorisation
3845,4481,2011,Portmanteau Vocabularies for Multi-Cue Image Representation
3846,4482,2011,Learning Auto-regressive Models from Sequence and Non-sequence Data
3847,4483,2011,Multiple Instance Learning on Structured Data
3848,4484,2011,Structured Learning for Cell Tracking
3849,4485,2011,Action-Gap Phenomenon in Reinforcement Learning
3850,4486,2011,Divide-and-Conquer Matrix Factorization
3851,4487,2011,Contextual Gaussian Process Bandit Optimization
3852,4488,2012,Gradient-based kernel method for feature extraction and variable selection
3853,4489,2012,Efficient coding provides a direct link between prior and likelihood in perceptual Bayesian inference
3854,449,1991,Time-Warping Network: A Hybrid Framework for Speech Recognition
3855,4490,2012,Learning from the Wisdom of Crowds by Minimax Entropy
3856,4491,2012,Efficient Sampling for Bipartite Matching Problems
3857,4492,2012,Learning Halfspaces with the Zero-One Loss: Time-Accuracy Tradeoffs
3858,4493,2012,FastEx: Hash Clustering with Exponential Families
3859,4494,2012,Bayesian Warped Gaussian Processes
3860,4495,2012,Active Comparison of Prediction Models
3861,4496,2012,Learning Multiple Tasks using Shared Hypotheses
3862,4497,2012,Emergence of Object-Selective Features in Unsupervised Feature Learning
3863,4498,2012,Approximate Message Passing with Consistent Parameter Estimation and Applications to Sparse Learning
3864,4499,2012,Structured Learning of Gaussian Graphical Models
3865,45,1987,An Optimization Network for Matrix Inversion
3866,450,1991,The Clusteron: Toward a Simple Abstraction for a Complex Neuron
3867,4500,2012,Dimensionality Dependent PAC-Bayes Margin Bound
3868,4501,2012,Simultaneously Leveraging Output and Task Structures for Multiple-Output Regression
3869,4502,2012,High-Order Multi-Task Feature Learning to Identify Longitudinal Phenotypic Markers for Alzheimer's Disease Progression Prediction
3870,4503,2012,"The Lov?sz ? function, SVMs and finding large dense subgraphs"
3871,4504,2012,Recovery of Sparse Probability Measures via Convex Programming
3872,4505,2012,Privacy Aware Learning
3873,4506,2012,Multiplicative Forests for Continuous-Time Processes
3874,4507,2012,Dual-Space Analysis of the Sparse Linear Model
3875,4508,2012,Supervised Learning with Similarity Functions
3876,4509,2012,Query Complexity of Derivative-Free Optimization
3877,451,1991,Neural Network Diagnosis of Avascular Necrosis from Magnetic Resonance Images
3878,4510,2012,Reducing statistical time-series problems to binary classification
3879,4511,2012,On Lifting the Gibbs Sampling Algorithm
3880,4512,2012,Affine Independent Variational Inference
3881,4513,2012,Predicting Action Content On-Line and in Real Time before Action Onset ? an Intracranial Human Study
3882,4514,2012,Risk Aversion in Markov Decision Processes via Near Optimal Chernoff Bounds
3883,4515,2012,Strategic Impatience in Go/NoGo versus Forced-Choice Decision-Making
3884,4516,2012,Discriminative Learning of Sum-Product Networks
3885,4517,2012,Meta-Gaussian Information Bottleneck
3886,4518,2012,Factoring nonnegative matrices with linear programs
3887,4519,2012,Adaptive Stratified Sampling for Monte-Carlo integration of Differentiable functions
3888,452,1991,Obstacle Avoidance through Reinforcement Learning
3889,4520,2012,Mandatory Leaf Node Prediction in Hierarchical Multilabel Classification
3890,4521,2012,Bayesian estimation of discrete entropy with mixtures of stick-breaking priors
3891,4522,2012,Practical Bayesian Optimization of Machine Learning Algorithms
3892,4523,2012,A quasi-Newton proximal splitting method
3893,4524,2012,A Polylog Pivot Steps Simplex Algorithm for Classification
3894,4525,2012,Patient Risk Stratification for Hospital-Associated C. diff as a Time-Series Classification Task
3895,4526,2012,Deep Spatio-Temporal Architectures and Learning for Protein Structure Prediction
3896,4527,2012,Synchronization can Control Regularization in Neural Systems via Correlated Noise Processes
3897,4528,2012,Classification Calibration Dimension for General Multiclass Losses
3898,4529,2012,Interpreting prediction markets: a stochastic approach
3899,453,1991,Experimental Evaluation of Learning in a Neural Microsystem
3900,4530,2012,Latent Graphical Model Selection: Efficient Methods for Locally Tree-like Graphs
3901,4531,2012,Sparse Approximate Manifolds for Differential Geometric MCMC
3902,4532,2012,Learning to Discover Social Circles in Ego Networks
3903,4533,2012,Perceptron Learning of SAT
3904,4534,2012,Truncation-free Online Variational Inference for Bayesian Nonparametric Models
3905,4535,2012,Fast Bayesian Inference for Non-Conjugate Gaussian Process Regression
3906,4536,2012,A Nonparametric Conjugate Prior Distribution for the Maximizing Argument of a Noisy Function
3907,4537,2012,Sparse Prediction with the 
3908,4538,2012,A Convex Formulation for Learning Scale-Free Networks via Submodular Relaxation
3909,4539,2012,A Geometric take on Metric Learning
3910,454,1991,Gradient Descent: Second Order Momentum and Saturating Error
3911,4540,2012,Sketch-Based Linear Value Function Approximation
3912,4541,2012,Causal discovery with scale-mixture model for spatiotemporal variance dependencies
3913,4542,2012,Tight Bounds on Profile Redundancy and Distinguishability
3914,4543,2012,Optimal Regularized Dual Averaging Methods for Stochastic Optimization
3915,4544,2012,Learning the Architecture of Sum-Product Networks Using Clustering on Variables
3916,4545,2012,Imitation Learning by Coaching
3917,4546,2012,A Divide-and-Conquer Method for Sparse Inverse Covariance Estimation
3918,4547,2012,Non-parametric Approximate Dynamic Programming via the Kernel Method
3919,4548,2012,A Simple and Practical Algorithm for Differentially Private Data Release
3920,4549,2012,Multiple Choice Learning: Learning to Produce Multiple Structured Outputs
3921,455,1991,Temporal Adaptation in a Silicon Auditory Nerve
3922,4550,2012,Finite Sample Convergence Rates of Zero-Order Stochastic Optimization Methods
3923,4551,2012,Inverse Reinforcement Learning through Structured Classification
3924,4552,2012,Bayesian active learning with localized priors for fast receptive field characterization
3925,4553,2012,Learning High-Density Regions for a Generalized Kolmogorov-Smirnov Test in High-Dimensional Data
3926,4554,2012,Slice Normalized Dynamic Markov Logic Networks
3927,4555,2012,Complex Inference in Neural Circuits with Probabilistic Population Codes and Topic Models
3928,4556,2012,Learned Prioritization for Trading Off Accuracy and Speed
3929,4557,2012,Putting Bayes to sleep
3930,4558,2012,A Polynomial-time Form of Robust Regression
3931,4559,2012,Multi-Task Averaging
3932,456,1991,Shooting Craps in Search of an Optimal Strategy for Training Connectionist Pattern Classifiers
3933,4560,2012,Semi-supervised Eigenvectors for Locally-biased Learning
3934,4561,2012,Feature-aware Label Space Dimension Reduction for Multi-label Classification
3935,4562,2012,3D Object Detection and Viewpoint Estimation with a Deformable 3D Cuboid Model
3936,4563,2012,Distributed Non-Stochastic Experts
3937,4564,2012,On Triangular versus Edge Representations --- Towards Scalable Modeling of Networks
3938,4565,2012,Near-optimal Differentially Private Principal Components
3939,4566,2012,Communication/Computation Tradeoffs in Consensus-Based Distributed Optimization
3940,4567,2012,Fully Bayesian inference for neural models with negative-binomial spiking
3941,4568,2012,Dynamic Pruning of Factor Graphs for Maximum Marginal Prediction
3942,4569,2012,Efficient Monte Carlo Counterfactual Regret Minimization in Games with Many Player Actions
3943,457,1991,Constant-Time Loading of Shallow 1-Dimensional Networks
3944,4570,2012,Memorability of Image Regions
3945,4571,2012,Online L1-Dictionary Learning with Application to Novel Document Detection
3946,4572,2012,Random function priors for exchangeable arrays with applications to graphs and relational data
3947,4573,2012,Scalable Inference of Overlapping Communities
3948,4574,2012,Iterative Thresholding Algorithm for Sparse Inverse Covariance Estimation
3949,4575,2012,Selective Labeling via Error Bound Minimization
3950,4576,2012,A Unifying Perspective of Parametric Policy Search Methods for Markov Decision Processes
3951,4577,2012,Near-Optimal MAP Inference for Determinantal Point Processes
